Absolute Magnitude,Est Dia in KM(max),Relative Velocity km per sec,Miss Dist.(lunar),Orbit Uncertainity,Minimum Orbit Intersection,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Perihelion Distance,Mean Anomaly,Hazardous
18.3,1.30028927,32.82280465,159.5662689,0,0.0938502,0.347249276,1.29040087,49.90123942,34.0126106,0.842310102,151.0435208,FALSE
20,0.594346868,6.460842238,96.88834381,0,0.162998,0.245640647,1.521789888,12.00216354,206.8602557,1.147976435,338.5447395,FALSE
25.1,0.056759685,17.38536773,147.0981445,4,0.00497131,0.165786168,0.953333865,9.016836811,13.07065263,0.795284297,128.4758502,FALSE
27.2,0.021579431,7.985336371,75.97523499,7,0.00758817,0.223292995,0.980134288,11.12695929,214.6634804,0.761277168,190.7473633,FALSE
19,0.941976306,15.18653883,105.9166412,0,0.0140013,0.61341066,2.553441043,13.86983201,74.93795898,0.987133087,44.46560352,TRUE
24.6,0.07145621,3.467183993,63.02898407,2,0.060889,0.044800309,1.10884721,4.25332109,193.1304697,1.059170512,323.8466764,FALSE
20.2,0.542050786,16.39018673,48.42946243,2,0.0742667,0.340200141,0.929354864,21.16690942,29.26630926,0.613188208,30.46177477,FALSE
22.1,0.225964377,8.491050877,103.8813858,5,0.198861,0.559427273,2.665777249,6.939761374,355.5516063,1.174468751,316.056761,FALSE
21.1,0.358129403,10.59646069,81.04846191,5,0.066713,0.498138983,1.369832922,5.852363584,39.6315648,0.687465744,164.9980003,FALSE
25.5,0.04721065,10.63962748,88.99682617,7,0.0190648,0.24378453,1.3220347,9.646838922,70.59812943,0.999743092,10.80581701,FALSE
20.6,0.450858206,11.79693646,159.2947235,6,0.283048,0.483960025,2.382429739,22.42852239,236.4767455,1.229428984,219.55142,FALSE
17.3,2.060819612,10.73439694,116.7920761,0,0.190514,0.499400928,2.318260438,11.84733834,60.76083338,1.160519024,273.7904786,FALSE
22.7,0.171411509,9.572808553,11.7227869,0,0.00396286,0.288277773,0.854686745,7.682031114,55.73670685,0.608299554,204.2978157,FALSE
24.3,0.082042707,18.33815892,150.0279236,2,0.00180294,0.201270748,0.983999083,2.341697091,216.4257768,0.785948852,150.3036906,FALSE
24.7,0.068240151,6.959001444,65.30202484,6,0.0302126,0.223638535,0.872940993,10.83660348,182.6653172,0.677717748,82.41107382,FALSE
18.8,1.032856481,21.36939862,193.3824158,0,0.0328837,0.57537428,1.092086314,6.497317858,341.2158929,0.463727937,263.7052498,TRUE
20,0.594346868,10.89609179,86.95917511,1,0.177546,0.289776354,1.638530798,19.45106739,63.32331509,1.163723317,356.7097862,FALSE
23.2,0.136157002,7.452181923,82.02819061,6,0.00401018,0.409638734,1.331695603,11.58066384,205.3598969,0.786181502,291.3740763,FALSE
25.4,0.049435619,8.904899041,98.64229584,5,0.000456335,0.391092005,1.188751181,10.19175655,188.7128034,0.723840099,278.981629,FALSE
17.9,1.563291544,13.66919352,105.8334427,0,0.26895,0.528615344,2.217375288,21.84132953,103.7699005,1.045236688,37.43780754,FALSE
20.3,0.517654482,8.977343453,86.71831512,0,0.190346,0.45871135,2.068406961,16.07365607,59.20643911,1.119605212,213.7240447,FALSE
21.2,0.342010925,11.78412165,85.62339783,2,0.0189953,0.132047685,1.040899179,12.51092975,67.12736517,0.903450852,207.2076033,TRUE
17.2,2.157943048,12.73078186,146.1979828,0,0.0331798,0.406149982,0.928796694,4.713586626,311.9598155,0.551565934,286.3593129,TRUE
24.4,0.078350176,5.48684906,97.27135468,6,0.00658783,0.158653712,1.078189539,3.035105218,148.4224509,0.907130766,184.1941073,FALSE
19.9,0.622357573,18.25692058,117.450531,1,0.0816324,0.423547722,1.554937041,13.37216384,113.4092629,0.896346999,247.8328506,FALSE
24.8,0.065168838,3.783965437,45.08697128,4,0.0233737,0.09893657,1.101966653,6.636058871,121.2863025,0.992941853,241.2692784,FALSE
20.1,0.567596853,15.63695342,185.3822021,8,0.0358974,0.374217921,1.416288378,30.07353775,79.35498649,0.886287886,28.87339079,TRUE
18.7,1.081533507,16.35784154,178.1665344,6,0.403586,0.562446232,2.653895137,24.42216312,237.8587821,1.161221817,303.0649627,FALSE
14.4,7.835017643,21.19854144,55.49214554,0,0.0282524,0.634349818,1.9822137,6.705067647,294.8955619,0.7247968,338.2800001,TRUE
20.1,0.567596853,28.65980237,109.0565109,0,0.0151298,0.615852646,1.09515574,2.564449845,4.375653567,0.42070118,165.1410199,TRUE
23.7,0.108153351,14.18892958,1.924971223,0,0.00741669,0.64561497,2.385956588,2.683509244,84.74122357,0.845547298,186.7210761,FALSE
20.1,0.567596853,21.45974437,96.95452881,4,0.0240427,0.603540374,2.171090312,13.72909846,247.3980015,0.860749653,90.03141441,TRUE
26.692,0.027267165,7.277621912,102.6551437,3,0.00138825,0.264053886,1.007138471,1.811674081,185.8691791,0.741199644,87.30597168,FALSE
20.7,0.430566244,32.19421419,39.2672081,1,0.0179694,0.838483644,1.169617575,3.760353715,196.58625,0.188912369,30.02453687,TRUE
18.9,0.986370281,19.40893056,151.9602661,1,0.104826,0.245843887,1.436782683,32.54619127,297.0351847,1.083558443,254.7349237,FALSE
21.959,0.241123744,13.27592008,88.49025726,7,0.00468478,0.614659919,1.224323606,3.013608113,329.2877199,0.471780957,61.71536325,TRUE
25,0.059434687,8.78375054,9.064364433,9,0.0230994,0.464326973,1.830369148,9.726408393,118.9791604,0.980479382,9.118272231,FALSE
16.4,3.119176705,5.675524551,104.9869156,0,0.22152,0.561268014,2.739864541,8.335003413,302.9891483,1.20206621,237.1184332,FALSE
26,0.037500752,5.103815955,0.796142399,6,0.000655736,0.137739353,0.94031586,5.773028568,115.4537633,0.810797362,189.0511122,FALSE
19.4,0.783501764,12.9702327,89.3293457,2,0.101703,0.50106088,1.531815564,12.36041224,319.7954798,0.764282709,284.072174,FALSE
19.7,0.682401509,9.838558062,93.76438904,3,0.196366,0.489222399,0.710145744,13.91191851,1.282681293,0.362726539,158.7308599,FALSE
19.3,0.820427065,22.99005289,113.1284332,5,0.0461669,0.654552781,2.404100369,37.68393388,133.0423965,0.830489787,173.0478627,TRUE
24.6,0.07145621,10.77729441,14.11423206,8,0.033204,0.38664822,1.640060214,16.73597714,123.1709691,1.005933852,7.605044461,FALSE
18.1,1.425738833,24.52129608,141.302063,0,0.106558,0.900973153,1.842706955,12.7905741,342.7271352,0.18247746,250.5920558,FALSE
19.5,0.748238376,14.03515037,115.1722412,0,0.107335,0.318017318,0.950752351,16.10239037,312.7493227,0.648396638,305.6699403,FALSE
19.3,0.820427065,18.04632875,175.5453491,2,0.435734,0.264004575,1.615508431,35.93758049,291.3024452,1.189006814,344.1031043,FALSE
21.5,0.297879063,14.97237362,114.392662,6,0.0676834,0.578688147,1.634034457,5.459084185,99.03780905,0.688438085,341.0913117,FALSE
19.5,0.748238376,26.22956571,107.0232391,7,0.224774,0.467342523,2.269435934,48.52890919,315.3155171,1.20883202,302.4923473,FALSE
16.3,3.266178975,21.60654589,136.9236755,0,0.205902,0.322149302,0.741081036,25.6178074,103.8991143,0.502342297,81.77701987,FALSE
22.3,0.206081961,14.35170669,162.0118408,2,0.0529905,0.512257998,0.961607964,6.043859849,177.4962534,0.469016594,177.5381336,FALSE
20.7,0.430566244,9.274133231,64.52748871,1,0.0569384,0.376268671,1.641983909,4.420713971,150.2122759,1.024156806,321.9851786,FALSE
18.9,0.986370281,20.3376443,129.1094818,1,0.281823,0.347549197,1.643707917,39.97500074,318.248036,1.072438551,84.10578667,FALSE
21.2,0.342010925,17.10999488,164.0419769,0,0.158693,0.330493066,0.948585436,23.89902643,249.9915501,0.635084527,313.5356912,FALSE
26.6,0.02844723,17.41438455,139.5480804,6,0.00198323,0.21735998,1.137455131,7.583000561,347.4758045,0.890217907,125.6478259,FALSE
26.4,0.031191767,7.54952252,135.5675201,6,0.000432426,0.337358826,1.132757507,5.933129638,356.1963877,0.750611765,201.5850386,FALSE
22.6,0.179489885,11.83005273,47.74661255,7,0.0161531,0.260739479,1.078090713,1.695373492,187.1815099,0.796989903,224.0098223,FALSE
21.7,0.271668934,8.429985637,67.66833496,0,0.0479373,0.246467229,1.240829715,11.31976193,195.4068857,0.935005854,340.5184014,TRUE
19.5,0.748238376,15.09377228,127.8363495,1,0.0237275,0.425255594,0.959554907,18.14867878,327.4855216,0.551498815,334.2351129,TRUE
19.8,0.651688382,11.60222596,140.8443451,2,0.192941,0.15560728,0.773656951,16.39876128,286.7755471,0.653270297,91.86718499,FALSE
21.1,0.358129403,23.60699677,133.2638092,6,0.253379,0.545439904,1.220462824,28.73194679,300.5166835,0.554773698,118.7744344,FALSE
21.3,0.326617897,17.10998139,164.042038,0,0.159331,0.33062276,0.948701343,23.89932942,249.9855552,0.635039087,20.25424047,FALSE
18.9,0.986370281,20.33765188,129.1094055,1,0.284237,0.347619337,1.643634237,39.97311984,318.2390636,1.072275193,271.1695899,FALSE
19.5,0.748238376,15.09376959,127.8363724,1,0.0242684,0.425220146,0.959542196,18.14805014,327.4840662,0.551525523,183.9544626,TRUE
18.7,1.081533507,6.855551917,124.1560745,0,0.180743,0.253777216,1.118955315,12.84496415,270.9065028,0.83498995,252.6295225,FALSE
25.3,0.051765448,4.517260101,55.29267502,5,0.00435013,0.189523283,1.01708777,2.438015626,282.9649756,0.824325956,8.329208609,FALSE
24.7,0.068240151,18.67984684,170.5188599,7,0.0248833,0.223037776,1.224715873,6.835071866,349.5524881,0.951557969,40.15577007,FALSE
19.1,0.899580388,19.62054303,167.8891296,1,0.282209,0.676346464,1.769181018,18.97003427,38.75584468,0.572601693,2.058864206,FALSE
22.9,0.156329154,8.749435294,64.25785065,3,0.161382,0.288148801,0.955687299,12.39025112,8.102868585,0.680307149,357.4983248,FALSE
20.7,0.430566244,9.675607867,112.6154633,0,0.145352,0.166391275,1.206863444,18.59275708,350.7512649,1.006051897,73.67511517,FALSE
22.4,0.196806745,13.09017014,183.4655914,1,0.0200593,0.573712652,1.009860541,2.758826626,117.2995073,0.430490772,205.6934071,FALSE
22.2,0.215794305,10.43466625,137.3121033,1,0.0100078,0.538793036,1.103329872,3.156102565,184.596086,0.50886342,12.28166888,FALSE
25.8,0.041118757,11.67528035,135.0738525,6,0.00983387,0.065642098,1.073088452,10.83147119,183.242501,1.002648674,339.2396647,FALSE
26.7,0.027166893,4.543640977,25.26276016,6,0.00438796,0.205358824,1.119555001,5.989274383,180.5080118,0.889644503,19.80860576,FALSE
22.6,0.179489885,20.55989362,163.4797211,5,0.00776419,0.240455855,0.881259544,13.99558148,153.8079806,0.669355526,51.70866786,FALSE
24.4,0.078350176,20.21174576,191.9410858,6,0.00908397,0.362341282,0.804511168,14.95651571,206.1288496,0.51300356,315.9645924,FALSE
17.6,1.794898848,24.15356917,54.92527771,0,0.0100036,0.629687962,1.182134944,1.521417366,272.2680673,0.4377588,333.3461063,TRUE
21.4,0.311917671,26.47584309,162.8969116,1,0.02399,0.410133369,0.820322208,21.73466211,158.3762559,0.483880697,139.3409019,TRUE
22,0.23661375,22.61832379,179.1030884,5,0.0100462,0.265708252,0.936635787,5.55363308,17.61988723,0.687763929,355.8626854,TRUE
21.6,0.284472297,20.05005971,56.56118774,1,0.0427555,0.356206715,0.927023435,27.70259978,175.1808225,0.596811462,84.22052709,TRUE
25.8,0.041118757,21.49986333,178.8781128,6,0.0154822,0.239500667,1.059836058,0.900820415,95.21481384,0.806004616,333.4894602,FALSE
19.9,0.622357573,12.80816445,33.23933029,0,0.0807597,0.403435546,0.918884511,10.53351562,205.297251,0.548173836,169.3904315,FALSE
18.4,1.241766613,27.92145007,119.4865723,1,0.133383,0.536417075,1.879842381,34.67006216,185.188347,0.871462829,120.8671968,FALSE
22.2,0.215794305,17.09631997,144.252594,2,0.14079,0.068912401,1.188441282,26.99700879,177.545657,1.106542939,224.9242915,FALSE
24.7,0.068240151,13.18850398,144.0978851,2,0.0160814,0.099562891,1.065047652,9.315559877,211.3527939,0.959008429,32.76775568,FALSE
20.4,0.494356193,11.65952958,164.9181976,1,0.0379013,0.190561164,1.166841454,21.09939805,196.7630114,0.944486789,205.3834595,TRUE
21,0.375007522,26.51005935,185.7060394,0,0.0132848,0.263975938,1.097798162,26.28911314,23.7634027,0.808005863,62.24995971,TRUE
17.2,2.157943048,9.328061686,115.717804,0,0.0331798,0.406149982,0.928796694,4.713586626,311.9598155,0.551565934,286.3593129,TRUE
19.4,0.783501764,24.71393991,181.8617859,1,0.211795,0.488462449,0.696590457,14.54950709,115.6657687,0.356332177,171.6091617,FALSE
24.4,0.078350176,8.163056725,59.37314987,0,0.0601388,0.401840005,1.755630306,1.34939935,215.3731807,1.050147816,25.41768599,FALSE
23.7,0.108153351,24.99576805,184.5094299,7,0.0804213,0.321420618,0.857241218,27.79092219,197.736764,0.581706216,336.2181587,FALSE
19.2,0.859092601,38.29961692,161.0558319,2,0.41255,0.488259181,1.108398944,54.31121512,195.5829112,0.567212984,30.55443848,FALSE
26.6,0.02844723,18.17770636,85.24689484,7,0.0034055,0.418542839,1.272603802,2.610858395,204.4545519,0.739964594,217.2548101,FALSE
17.8,1.636967205,15.16689344,192.7640076,0,0.126462,0.693052276,1.205977679,12.62953845,290.5683791,0.370172104,154.6535829,FALSE
19,0.941976306,14.94161056,62.98350525,0,0.105547,0.499365908,0.874636234,23.74080552,32.61481696,0.437872718,117.9052364,FALSE
20.3,0.517654482,27.42491833,155.1673279,6,0.236907,0.603279296,2.239967799,37.06625608,20.64987823,0.888641602,300.7053012,FALSE
22.3,0.206081961,16.59953789,150.5559387,1,0.118813,0.054290701,1.12402966,26.03711828,37.43875183,1.063005302,331.8129907,FALSE
22.4,0.196806745,7.190680811,49.50156784,4,0.125694,0.245827458,0.946335247,8.775281639,347.4327176,0.713700059,177.8456656,FALSE
19.5,0.748238376,23.0057681,184.2581787,4,0.329278,0.520823832,1.4144728,23.4834459,316.3131141,0.677781656,233.0812911,FALSE
22.6,0.179489885,11.44978966,92.27534485,2,0.164832,0.228982647,1.016477554,15.47493071,211.875175,0.783721833,325.2346787,FALSE
20.6,0.450858206,31.75419309,177.1696014,1,0.0686243,0.677797823,2.046844392,4.166763507,313.6115311,0.65949772,218.8631145,FALSE
20.8,0.411187571,21.89501718,96.4246521,3,0.038909,0.543888136,1.722848149,7.210834684,225.3733434,0.785811481,58.23481923,TRUE
28.1,0.014257388,3.516106691,52.27493668,4,0.000625603,0.188232962,1.060462001,0.882742631,163.841225,0.860848097,79.45367201,FALSE
20.6,0.450858206,7.069091747,105.9529343,1,0.249175,0.623634471,3.343384757,9.985439344,228.4641234,1.258334774,238.8776449,FALSE
24.6,0.07145621,20.56979685,118.8586273,0,0.00157346,0.412638486,1.264507085,2.563673817,216.2994632,0.742722796,205.0793312,FALSE
25.1,0.056759685,16.1657349,152.2571411,6,0.0547516,0.215454993,0.914356347,11.83231087,157.1965601,0.717353707,136.5941323,FALSE
24.3,0.082042707,11.37670239,32.19179153,7,0.0558948,0.400980827,0.775643178,10.64182929,216.4820444,0.464625135,190.4385077,FALSE
22.3,0.206081961,18.13360828,151.1933136,7,0.0322434,0.514157237,2.124227963,8.355333054,132.8228386,1.032040783,86.48163642,FALSE
18.5,1.185877909,16.77931308,137.3697815,0,0.0514994,0.639207159,1.798965705,10.53794775,283.8580471,0.649053947,275.8585538,FALSE
21.2,0.342010925,9.890398554,170.2268982,0,0.00488139,0.416646157,1.067897394,8.830020811,200.0636037,0.622962049,37.17060234,TRUE
16.84,2.547064711,13.82936693,114.7111511,0,0.156723,0.466929299,1.080053998,16.09515254,212.9283887,0.575745142,205.190921,FALSE
17.8,1.636967205,14.39178217,179.5737915,0,0.126462,0.693052276,1.205977679,12.62953845,290.5683791,0.370172104,154.6535829,FALSE
20.3,0.517654482,6.875905371,193.0903778,0,0.203225,0.142473374,1.32918074,7.418828455,208.3570176,1.139807876,0.225708237,FALSE
21,0.375007522,12.0503907,34.24638748,0,0.0731153,0.189278105,1.236144205,20.79453886,80.91237717,1.002169173,333.3336921,FALSE
23.6,0.113250461,14.88014325,81.50608063,7,0.0672121,0.367532643,0.981450656,9.67683017,0.831786631,0.620735503,320.9033499,FALSE
17.1,2.259643771,23.79926578,128.8013306,2,0.0680902,0.79277784,0.985328202,41.3861042,88.64258598,0.204181839,268.7891452,FALSE
25.2,0.054205079,19.58283272,184.1504822,2,0.00304526,0.228601145,0.853347803,3.068253059,86.28144053,0.658271518,98.6769153,FALSE
19.7,0.682401509,10.63518507,62.29199982,2,0.127904,0.439906402,1.490269799,8.941631049,289.7278185,0.834690574,317.4135378,FALSE
25.4,0.049435619,4.106639958,88.34576416,4,0.00645835,0.150207652,1.051069856,7.10516194,337.6349471,0.893191121,229.8440389,FALSE
20.151,0.554421392,19.7599874,161.7657318,6,0.144879,0.239960136,1.09920708,41.70743527,79.31492855,0.835441199,212.2624993,FALSE
18.9,0.986370281,13.10910135,168.1718597,0,0.145406,0.301960994,1.641412627,21.95824588,96.00967403,1.145770039,272.9905346,FALSE
21.4,0.311917671,6.817568046,23.91593933,6,0.0664216,0.492591135,2.107250537,5.859775756,265.7495812,1.069237604,100.4655062,FALSE
18.8,1.032856481,20.12292035,169.3054199,0,0.209541,0.287746565,1.043616937,17.63552587,316.2223523,0.743319748,125.1309106,FALSE
21,0.375007522,41.66503508,177.241333,7,0.0100614,0.816327646,1.70526901,5.979575792,196.3360095,0.313210772,75.68387128,TRUE
21,0.375007522,10.46120537,110.3147354,1,0.0984179,0.452792293,0.907864593,8.27869574,114.3798293,0.496790502,36.16756329,FALSE
20.6,0.450858206,18.68062025,186.4848175,1,0.0367835,0.383606897,1.696364696,4.835215901,160.9186994,1.045627499,98.1010304,TRUE
21.1,0.358129403,17.78771383,139.7620544,3,0.0344406,0.744335303,2.635713612,11.01689399,178.0285925,0.673858923,277.7172875,TRUE
25.8,0.041118757,17.53339957,174.0853271,6,0.0427449,0.184136258,0.951860643,12.15731793,206.9549893,0.776588586,225.1269282,FALSE
19,0.941976306,25.05118308,145.4837494,0,0.140456,0.531789858,1.573354171,13.15019649,55.92606293,0.736660379,86.92712167,FALSE
21.2,0.342010925,15.23122421,71.77475739,0,0.109607,0.122430007,1.157034097,28.94828138,118.5841152,1.015378405,113.3827336,FALSE
19.9,0.622357573,20.66328056,189.3641968,0,0.266142,0.195081536,1.592186417,39.04019196,295.136939,1.281580246,26.80279799,FALSE
25,0.059434687,5.322600393,32.74968719,4,0.0178519,0.099405007,1.064432936,2.644959577,316.9235324,0.958622972,321.4180854,FALSE
21.7,0.271668934,18.253267,67.99980927,1,0.13446,0.212458719,1.060265739,29.65687242,125.0490566,0.835003038,248.7830992,FALSE
21,0.375007522,15.23123818,71.77472687,0,0.112305,0.12243869,1.156999425,28.94759777,118.5788098,1.015337932,70.16831954,FALSE
17.1,2.259643771,17.96834259,115.0967026,0,0.131597,0.358876678,1.190023148,9.583607775,355.9423257,0.762951594,196.5385831,FALSE
17.2,2.157943048,26.7329501,136.4437103,0,0.0389748,0.645823075,2.50089479,28.41493579,142.3615136,0.885759227,16.06853047,TRUE
18,1.492931834,20.14826539,101.0508804,0,0.00449032,0.738427461,1.640219404,16.45220468,322.2235768,0.429036353,221.4635216,TRUE
27.1,0.022596438,6.803553397,36.41660309,7,0.000993394,0.314246441,1.135426905,1.77761055,124.6711589,0.778623041,240.2740178,FALSE
24.5,0.074823838,22.19428672,176.7503204,7,0.0124822,0.307129005,1.225493591,16.9314363,110.0275647,0.849108964,269.3875846,FALSE
21.9,0.247765013,7.608604581,25.04457855,0,0.0509947,0.280023476,1.10386811,3.305783412,29.13247159,0.794759125,9.206632414,FALSE
19.9,0.622357573,18.85157418,175.6112366,0,0.308928,0.38948812,1.720906335,26.21190007,290.7058737,1.050633761,18.8167955,FALSE
22.4,0.196806745,11.00225596,115.2898407,0,0.00654039,0.351090093,1.074304111,2.183009675,270.4980323,0.69712658,138.4717494,FALSE
25.5,0.04721065,6.418779561,130.2011871,6,0.00997283,0.206613456,0.889681872,14.26871365,35.18007778,0.705861625,94.18293084,FALSE
21.9,0.247765013,20.75124226,155.156189,2,0.0360908,0.378540305,0.904569906,26.05279691,132.1133405,0.562153738,220.4697639,TRUE
21.1,0.358129403,17.64053264,169.294281,1,0.316524,0.193873449,1.589584469,32.36162591,308.440675,1.281406246,353.1765938,FALSE
16.9,2.477650126,9.750687599,124.9621201,0,0.0203525,0.483169323,1.063298254,8.885155541,325.5773203,0.549545156,146.5654501,TRUE
18.9,0.986370281,16.50767174,92.77864075,0,0.00433054,0.532484748,2.104018122,8.168524524,299.0216816,0.983660562,104.1327876,TRUE
24.4,0.078350176,5.326092084,3.494290352,6,0.00658783,0.158653712,1.078189539,3.035105218,148.4224509,0.907130766,184.1941073,FALSE
19.2,0.859092601,5.606924086,141.0095215,1,0.210193,0.484338254,2.35993314,7.384810398,135.4458068,1.216927243,142.3892533,FALSE
24.1,0.089958039,10.6286834,141.9504852,7,0.0579241,0.103170461,1.193832148,13.20663622,139.0319761,1.070663935,133.3043651,FALSE
22.4,0.196806745,6.898151002,81.95823669,5,0.176799,0.484043002,2.302213511,10.23793726,316.273613,1.187843173,210.051374,FALSE
20.5,0.472106499,16.0610729,37.42752457,0,0.0886756,0.451712224,1.838676451,25.10976224,326.2935609,1.008123823,139.4542232,FALSE
24.7,0.068240151,6.509155604,121.7645645,5,0.0399666,0.195811155,1.105517373,4.866661516,123.0169567,0.889044739,101.8451616,FALSE
22.1,0.225964377,3.747270015,124.0122833,0,0.218335,0.465607025,2.303459872,1.597392679,134.5294666,1.230952773,213.5855306,FALSE
25.6,0.045085821,5.383319868,59.91664124,7,0.0106174,0.227255364,1.025627037,6.134197098,313.4912318,0.792547792,113.556222,FALSE
21.2,0.342010925,3.613994401,111.6371307,0,0.256524,0.542486669,2.719990608,5.444723009,287.6952136,1.244431964,201.4877014,FALSE
22.9,0.156329154,16.64138682,96.89572144,6,0.139184,0.524622033,2.072834567,10.49177285,192.378715,0.985379883,140.9207214,FALSE
18.6,1.132504611,23.85508128,190.4461975,0,0.0656486,0.335197961,1.311299969,40.48111954,200.5010559,0.871754894,248.6473618,FALSE
21.4,0.311917671,6.57154128,12.77568531,0,0.0321026,0.229796528,1.242059729,9.111115274,358.484739,0.956638716,176.8185663,TRUE
22.5,0.187948982,6.73859225,86.88343811,0,0.0138531,0.177246192,0.937909448,1.258410718,30.79261084,0.77166857,178.9526449,FALSE
24.8,0.065168838,2.947504385,15.88726425,3,0.0032375,0.027959994,0.982880237,5.245386713,183.0540349,0.955398912,79.20419557,FALSE
21.6,0.284472297,13.83904903,22.67605972,0,0.0303541,0.254507446,1.110193439,23.89713993,356.1775273,0.827640942,297.4399748,TRUE
22.6,0.179489885,20.54377478,170.9613953,2,0.248486,0.410633001,0.95712393,17.51596547,341.7326486,0.564097258,25.45282715,FALSE
25.3,0.051765448,12.74971811,7.950570583,9,0.011159,0.566083008,2.084481287,6.237579887,182.5831873,0.904491849,12.83341053,FALSE
25.1,0.056759685,13.96900459,159.6560822,0,0.0255378,0.307568012,0.828272748,3.408069017,160.1124109,0.573522546,44.90396579,FALSE
20.3,0.517654482,29.02941476,192.7802277,5,0.311256,0.472753977,1.277558215,35.59543237,130.6086873,0.673587488,35.41968328,FALSE
24.4,0.078350176,12.47329044,2.501705647,8,0.0029364,0.523202237,1.706252381,4.032112471,192.4858786,0.813537318,339.5754388,FALSE
20,0.594346868,6.635364771,103.9198227,4,0.242684,0.534166465,2.609293475,10.44153598,167.3196836,1.215496403,273.1794173,FALSE
19.7,0.682401509,31.81349659,166.3126831,1,0.340435,0.522425174,1.24362183,45.5027007,211.798489,0.59392248,179.2346061,FALSE
25,0.059434687,15.05394045,130.7711487,5,0.0126898,0.152523816,1.039599809,2.837680276,25.74093476,0.881036079,77.98843571,FALSE
18.5,1.185877909,6.966518421,36.77283859,0,0.0782697,0.541289914,2.348898488,4.181419269,198.3329271,1.077463427,152.1322995,FALSE
26.8,0.025944182,12.02402557,75.89096069,6,0.00192973,0.218438846,0.866304054,4.922640287,203.4728097,0.677069596,320.4851332,FALSE
20.2,0.542050786,19.05551685,80.52029419,0,0.200098,0.637131798,2.181001717,22.71505343,17.06652912,0.791416172,333.1864545,FALSE
26.6,0.02844723,14.03697739,153.3463593,7,0.0254085,0.174671566,1.247332759,12.5624955,175.642734,1.029459193,143.2739643,FALSE
26.1,0.03581294,10.9191622,103.072403,6,0.029105,0.229795318,0.877981798,15.57264136,166.6009518,0.676225692,166.4127259,FALSE
21.308,0.325416807,14.78808439,92.25117493,4,0.133663,0.228574053,0.961567974,21.70083901,205.3372978,0.741778485,286.2501337,FALSE
21.378,0.315093888,13.94092462,178.4466858,4,0.239149,0.307725222,1.099363864,24.60649083,214.7836033,0.761061875,96.08625451,FALSE
19.1,0.899580388,22.08327625,133.2434845,0,0.117222,0.600065089,2.10103623,10.39392567,288.1311859,0.840277738,65.05943128,FALSE
22.5,0.187948982,8.109155113,75.6784668,9,0.191272,0.180400191,1.358013491,15.35668553,33.25955943,1.113027598,318.2750118,FALSE
25.1,0.056759685,8.32619264,5.793963432,9,0.014091,0.586211602,2.415243627,5.851546251,231.7457686,0.999399791,2.449603721,FALSE
18.2,1.361570015,31.60932756,128.8235016,0,0.0578928,0.664511877,0.890795512,7.220327144,61.96858337,0.298851315,341.6700532,FALSE
19.2,0.859092601,15.39050972,29.09020424,0,0.0217859,0.641697747,2.218745851,15.56481203,36.04510773,0.794981637,271.6064052,TRUE
21,0.375007522,14.53730482,50.41345215,0,0.128778,0.18667997,1.273982882,26.51940651,230.4097363,1.036155796,39.4648933,FALSE
24.3,0.082042707,12.59173734,77.29257965,2,0.00180294,0.201270748,0.983999083,2.341697091,216.4257768,0.785948852,150.3036906,FALSE
25.3,0.051765448,9.076816968,123.3873215,7,0.0121086,0.354922643,0.968442908,2.737396785,86.52928088,0.624720591,50.38631597,FALSE
22,0.23661375,21.94410925,101.6424561,1,0.0479033,0.499523958,0.773530636,7.611572905,62.2387124,0.387133551,177.7213262,FALSE
28.3,0.013002893,15.97013112,91.07675171,5,0.00235268,0.288363535,0.908798214,0.713456461,51.5788463,0.646733948,135.3625985,FALSE
21.7,0.271668934,4.419271013,107.8875198,5,0.280408,0.573621859,2.937355276,6.922087066,192.6361356,1.252424083,50.90219282,FALSE
23.7,0.108153351,17.6857715,98.94874573,5,0.00748771,0.283433449,0.779151811,26.94562709,233.3716211,0.558314125,125.984075,FALSE
21.1,0.358129403,7.806605231,157.8161621,1,0.186385,0.233014959,1.516270869,15.39783205,37.60622988,1.162957075,204.3041742,FALSE
19.4,0.783501764,18.48648914,83.14823151,1,0.0782646,0.768444423,2.10183575,4.651806602,340.3716294,0.486691791,74.690665,FALSE
24.6,0.07145621,10.63373955,33.05834198,7,0.0161957,0.123995623,1.062098622,16.33854515,59.12378876,0.930403041,204.9470226,FALSE
20.1,0.567596853,10.49173107,63.02307892,0,0.0153549,0.572289714,1.964406313,7.883956698,140.4855051,0.840196786,255.0829185,TRUE
26.207,0.034091019,26.10416031,186.9755859,6,0.00784378,0.381023864,0.870586206,0.95238206,188.5216328,0.538872086,95.14235306,FALSE
20.8,0.411187571,16.75914123,83.83045959,6,0.161359,0.472940136,2.161511188,27.98554011,255.2857881,1.139245793,343.9865259,FALSE
19,0.941976306,14.26526336,167.8565826,0,0.265745,0.47970152,2.002092071,27.93419923,92.67060962,1.041685461,225.6654057,FALSE
20.7,0.430566244,4.862143062,122.3785019,0,0.137719,0.194694599,1.347063763,6.745458484,97.80945903,1.084797724,86.9176448,FALSE
19,0.941976306,7.313109272,75.63378906,0,0.206278,0.556009949,2.670033346,10.9359031,266.9239167,1.185468241,221.4359716,FALSE
